id,long_name,is_in_sydney
2510_944,Mortdale to Bankstown via Peakhurst Heights,True
2510_945,Hurstville to Bankstown via Mortdale,True
2510_946,Bankstown to Roselands via Lakemba and Greenacre,True
2510_947,Hurstville to Kogarah via Dolls Point,True
2510_953,Hurstville to Connells Point (Loop Service),True
2510_954,Hurstville to Hurstville Grove,True
2510_955,Hurstville to Mortdale via Oatley,True
2510_958,Hurstville to Kogarah via Carss Park,True
2510_959,Hurstville to Bald Face Point (Loop Service),True
2510_960,Bankstown to Sutherland,True
2510_961,Miranda to Barden Ridge,True
2510_962,Miranda to East Hills,True
2510_963,Menai Marketplace to Alfords Point (Loop Service),True
2510_965,Sutherland to Woronora (Loop Service),True
2510_967,Miranda to Como West via Oyster Bay,True
2510_968,Miranda to Bonnet Bay via Kareela,True
2510_969,Sutherland to Cronulla,True
2510_970,Hurstville to Miranda,True
2510_971,Hurstville to Cronulla,True
2510_972,Miranda to Sylvania via Sylvania Waters,True
2510_973,Miranda to Yowie Bay (Loop Service),True
2510_974,Miranda to Gymea Bay (Loop Service),True
2510_975,Miranda to Grays Point (Loop Service),True
2510_976,Sutherland to Grays Point (Loop Service),True
2510_977,Miranda to Lilli Pilli (Loop Service),True
2510_978,Miranda to Dolans Bay via Port Hacking (Loop Service),True
2510_985,Miranda to Cronulla via Woolooware Bay,True
2510_986,Miranda to Miranda North,True
2510_987,Cronulla to Kurnell (Loop Service),True
2510_988,Caringbah to Cronulla via Burraneer,True
2510_989,Bundeena to Maianbar (Loop Service),True
2510_991,Sutherland to Heathcote,True
2510_992,Engadine to Kingswood Rd (Loop Service),True
2510_993,Miranda to Woronora Heights (Loop Service),True
2510_996,Engadine to Heathcote East (Loop Service),True
2510_N10,City Town Hall to Sutherland (Night Service),True
2510_N11,City Town Hall to Cronulla (Night Service),True
2510_N20,City Town Hall to Riverwood via Airport (Night Service),True
2510_S14,Mount Lewis to Lakemba via Roselands,True
24561_9N,UOW North Gong Shuttle,False
24561_9N,UOW North Gong Shuttle,False
24561_9N,UOW North Gong Shuttle,False
24561_9,UOW North Gong Shuttle via Ring Road,False
2514_141,Manly to Austlink via Seaforth and Frenchs Forest,True
2514_193,Austlink to Warringah Mall via Frenchs Forest,True
2514_194,City QVB to St Ives,True
2514_194X,City QVB to St Ives (Express Service),True
2514_195,Gordon to St Ives Chase (Loop Service),True
2514_196,Gordon to Mona Vale,True
2514_197,Macquarie University to Mona Vale via Gordon,True
2514_260,North Sydney to Terrey Hills,True
2514_270,City QVB to Terrey Hills,True
2514_271,City QVB to Belrose,True
2514_273,Killarney Heights to City QVB via Forestville,True
2514_274,City QVB to Davidson via Frenchs Forest,True
2514_277,Chatswood to Castle Cove (Loop Service),True
2514_278,Chatswood to Killarney Heights (Loop Service),True
2514_279,Chatswood to Frenchs Forest (Loop Service),True
2514_281,Chatswood to Davidson (Loop Service),True
2514_283,Chatswood to Belrose (Loop Service),True
2514_284,Chatswood to Terrey Hills and Duffys Forest,True
2514_556,Lindfield to East Killara (Loop Service),True
2514_558,Lindfield to Chatswood,True
2514_560,Gordon to West Pymble (Loop Service),True
2514_562,Macquarie University to Gordon,True
2514_565,Macquarie University to Chatswood,True
2514_571,Turramurra to South Turramurra (Loop Service),True
2514_572,Macquarie University to Turramurra via South Turramura and West Pymble,True
2514_573,Turramurra to Sydney Adventist Hospital via Fox Valley Rd (Loop Service),True
2514_575,Macquarie University to Hornsby via Turramurra,True
2514_576,Wahroonga to North Wahroonga (Loop Service),True
2514_576T,Turramurra to North Wahroonga (Loop Service),True
2514_577P,Turramurra to Murdoch St (Loop Service),True
2514_577,Turramurra to North Turramurra (Loop Service),True
2514_579,Pymble to East Turramurra,True
2514_582,Gordon to St Ives Shopping Centre,True
2514_586,Pennant Hills to Westleigh,True
2514_587,Hornsby to Westleigh (Loop Service),True
2514_588,Hornsby to Normanhurst West (Loop Service),True
2514_589,Hornsby to Sydney Adventist Hospital,True
2514_591,St Ives to Hornsby,True
2514_592,Brooklyn to Cheero Point and Mooney Mooney,True
2514_593,Berowra to Mount Kuring-Gai Beaumont Rd,True
2514_594,City Clarence St to North Turramurra,True
2514_595,Hornsby to Mount Colah (Loop Service),True
2514_596,Hornsby to Hornsby Heights (Loop Service),True
2514_597,Berowra to Hornsby,True
2514_598,Hornsby to Asquith (Loop Service),True
2514_599,Berowra to Berowra Heights (Loop Service),True
7083_SW1,Sydenham to Bankstown,True
7083_SW3,Sydenham to Campsie via Canterbury (Limited stops),True
7084_SW2,Sydenham to Bankstown (Limited stops),True
302_BRKL,BRKL Brooklyn Ferry,False
300_BUNC,BUNC Bundeena Ferry,True
305_CCLC,CCLC Lane Cove Ferry,True
305_CCSH,CCSH Shark Island Ferry,True
305_CCTZ,CCTZ Taronga Zoo Ferry,True
305_CCWB,CCWB Watsons Bay Ferry,True
305_CCWM,CCWM Manly and Watsons Bay Ferry,True
304_CHCP,CHCP Church Point Ferry,False
CRF_CRF,CRF Clarence River Ferry,False
303_EMPB,EMPB Woy Woy to Empire Bay Ferry,False
301_PLMB,PLMB Palm Beach to Mackerel Ferry,False
301_WAGE,WAGE Palm Beach to Ettalong Ferry,False
301_WGEF,WGE Wagstaffe to Ettalong Ferry,False
2447_160,Newcastle to Cessnock,False
2447_161,Cessnock to Hospital Hill and Vineyard Grove (Loop Service),False
2447_162,Cessnock to Abernethy via Kearsley,False
2447_163,Morisset to Cessnock via Kurri Kurri,False
2447_164,Maitland to Cessnock via Kurri Kurri,False
2447_165,Cessnock to West Cessnock (Loop Service),False
2447_166,Kurri Kurri to Maitland,False
2447_167,Cessnock to Nulkaba (Loop Service),False
2447_168,Cessnock to Millfield (Loop Service),False
2447_171,Weston to Kurri Kurri,False
2447_172,Kurri Kurri Rotary Park to Deakin St,False
2448_136,Raymond Terrace to Stockton via Medowie,False
2448_137,Raymond Terrace to Lemon Tree Passage via Medowie,False
2448_138,Lemon Tree Passage to Newcastle Interchange via Airport,False
2448_140,Raymond Terrace to Newcastle Interchange,False
2448_141,Raymond Terrace to Dawson Rd and Kent St (Loop Service),False
2448_145,Green Hills Shopping Centre to Newcastle Airport via Raymond Terrace,False
2448_177,Rutherford to Aberglasslyn via Budgeree Dr (Loop Service),False
2448_178,Rutherford to Anambah Rd via Rutherford Industrial Estate (Loop Service),False
2448_179,Green Hills Shopping Centre to North Rothbury via Maitland,False
2448_180,Stockland Green Hills to Singleton Heights via Maitland,False
2448_180X,Maitland Station to Singleton Station (Express Service),False
2448_181,"Woodberry to Rutherford via Beresfield, Green Hills Shopping Centre and Maitland",False
2448_182,"Thornton to Rutherford via Ashtonfield, Green Hills Shopping Centre and Maitland",False
2448_183,Tenambit to Rutherford via Green Hills Shopping Centre and Maitland,False
2448_184,Green Hills Shopping Centre to Morpeth via East Maitland and Tenambit,False
2448_185,Maitland to Largs and Gresford  via Lorn and Bolwarra,False
2448_186,Rutherford to Aberglasslyn via Denton Park Dr (Loop Service),False
2448_187,Green Hills Shopping Centre to Wilton Dr (Loop Service),False
2448_188,Woodlands Estate to Green Hills Shopping Centre via Maitland Hospital,False
2448_189,Thornton to Green Hills Shopping Centre via Chisholm,False
2448_192,Maitland to South Maitland (Loop Service),False
2448_401,Singleton Square to Hospital via Civic Park and Station (Loop Service),False
2448_402,Singleton to Hunterview via Darlington (Loop Service),False
2448_403,Singleton to Hunterview via Singleton Heights (Loop Service),False
2448_404,Singleton to Singleton Heights via Hunterview (Loop Service),False
2449_130,Newcastle to Fingal Bay via Gan Gan Rd,False
2449_131,Newcastle to Fingal Bay (Express Service),False
2449_132,Soldiers Point to Nelson Bay and Shoal Bay,False
2449_133,Soldiers Point to Nelson Bay and Shoal Bay,False
2449_134,Soldiers Point to Anna Bay,False
2449_135,Raymond Terrace to Anna Bay and Salamander Bay,False
MFF_MFF,MFF Manly Fast Ferry,True
5880_550,Parkes Town Centre to Parkes Hospital via Currajong St and South Parkes (Loop Service),False
5880_551,Parkes Danilenko St to Parkes Town Centre,False
5880_552,Parkes Town Centre to Parkes Hospital via East Parkes (Loop Service),False
5880_553,Parkes Town Centre to North Parkes via Thomas St (Loop Service),False
5880_554,Parkes Town Centre to West Parkes via Best St (Loop Services),False
5902_555,Dubbo to Narromine via Mitchell Hwy,False
5902_556,Dubbo to Wellington via Wongarbon and Geurie,False
6003_570,Dubbo CBD to Orana Mall via South Dubbo and Southlakes,False
6003_571,"Dubbo CBD to Orana Mall via North Dubbo, Base Hospital and Eastridge",False
6003_572,Orana Mall to West Dubbo via Base Hospital and CBD (Loop Service),False
6003_573,"Orana Mall to West Dubbo via South Dubbo, CBD and Zoo (Loop Service)",False
6003_575,Dubbo CBD to Orana Mall via South Dubbo and Keswick,False
5841_586,Forbes Town Centre to Forbes Dawson St via Edward St (Loop Service),False
5841_587,Forbes Town Centre to Forbes Alder St via Calarie Rd (Loop Service),False
5841_588,Forbes Town Centre to Riverside Tourist Park via Forbes Hospital (Loop Service),False
5405_594,Broken Hill to Menindee,False
5405_595,Broken Hill to Wilcannia,False
5405_596,Broken Hill CBD to Broken Hill South and Hillside (Loop Service),False
5405_597,Broken Hill CBD to Thomas St and Broken Hill North (Loop Service),False
5979_950,Mildura to Wentworth via Dareton,False
5979_951,Wentworth to Mildura via Dareton,False
5979_953,Mildura to Gol Gol via Buronga,False
5979_954,Gol Gol to Mildura via Buronga,False
5979_956,Dareton to Mildura via Merbein and Curlwaa (Loop Service),False
5979_S126,Mildura Primary to Mildura via Mildura Schools,False
5603_170,Glen Innes to Emmaville,False
5961_428,Tamworth to Quirindi,False
5961_430,Tamworth to Oxley Vale via Tamworth Hospital (Loop Service),False
5961_431,Tamworth to North Tamworth via Tamworth Hospital (Loop Service),False
5961_433,Tamworth to South Tamworth (Loop Service),False
5961_435,Tamworth to Tamworth Sports Dome via South Tamworth (Loop Service),False
5961_436,Tamworth to Calala via Goonoo Goonoo Rd (Loop Service),False
5943_437,Tamworth to Westdale and Coledale (Loop Service),False
5943_438,Tamworth to Coledale and Westdale (Loop Service),False
5961_443,Tamworth to Manilla,False
5961_444,Tamworth to Bendemeer,False
5941_451,Gunnedah to Gunnedah Southwest (Loop Service),False
5941_452,Gunnedah to Gunnedah Southeast (Loop Service),False
5940_455,Gunnedah Schools and Curlewis Public to Gunnedah,False
5942_457,Narrabri West to Narrabri (Loop Service),False
5945_471,Inverell CBD to Ross Hill and Southside (Loop Service),False
5945_472,Inverell CBD to Belgravia (Loop Service),False
5962_480,Armidale to Uralla,False
5962_481,Armidale to University of New England,False
5962_483,Armidale to South Hill (Loop Service),False
5962_484,Armidale to North Hill (Loop Service),False
5970_150,"Newcastle Interchange to Taree via Hawks Nest, Forster and Tuncurry",False
5970_151,Newcastle Interchange to Taree Station via Forster and Tuncurry,False
5970_152,Newcastle to Hawks Nest,False
5970_153,Bulahdelah to Upper Myall (Loop Service),False
5970_154,Bulahdelah to Taree (Loop Service),False
5969_301,Wingham to Wingham North via Isabella St and Richardson St,False
5969_302,Wingham to Wingham South (Loop Service),False
5968_303,Stockland Forster to Tuncurry via Legacy Village (Loop Service),False
5968_304,Stockland Forster to Tuncurry via Pacific Pde and Chapmans Rd (Loop Service),False
5968_305,Forster to Stockland Forster via Great Lakes Country Club,False
5968_306,Stockland Forster to Forster Keys via Pipers Bay (Loop Service),False
5968_307,Forster to Coomba Park via Tarbuck Bay,False
5968_308,Gloucester to Forster via Nabiac and Failford,False
5956_309,Taree to Forster via Blackhead and Diamond Beach,False
5956_310,Taree to Forster,False
5956_311,Taree to Chatham via Taree North (Loop Service),False
5956_312,Taree to Cundletown,False
5956_313,Taree to West Taree (Loop Service),False
5956_314,Taree to Old Bar (Loop Service),False
5956_315,Taree to Manning Point (Loop Service),False
5957_316,Taree to Tinonee (Loop Service),False
5969_318,Wingham to Elands via Marlee and Bobin,False
5956_319,Taree to Wingham,False
5956_320,Taree to Harrington and Crowdy Head via Coopernook,False
5956_321,Taree to Lansdowne,False
5944_411,Muswellbrook Town Centre to Sydney St (Loop Service),False
5944_412,Muswellbrook Town Centre to Muswellbrook North (Loop Service),False
5944_413,Muswellbrook Town Centre to Highbrook (Loop Service),False
5944_414,Muswellbrook to Scone via Aberdeen (Loop Service),False
5944_415,Muswellbrook to Denman (Loop Service),False
5944_418,Muswellbrook Town Centre to Muswellbrook Eastlinks (Loop Service),False
5944_419,Muswellbrook Town Centre to Queen St (Loop Service),False
5949_678,Kyogle to Urbenville,False
5971_322,Port Macquarie to Lighthouse Plaza via Pacific Dr,False
5971_323,Port Macquarie to Lighthouse Beach (Loop Service),False
5971_324,Settlement City to Port Macquarie Marbuk Ave,False
5971_325,Port Macquarie to Port Macquarie The Ruins Way (Loop Service),False
5971_326,Wauchope to Yarras Forbes River Rd,False
5971_327,Port Macquarie to MacKillop College (Loop Service),False
5971_328,Port Macquarie Base Hospital to Settlement Point,False
5971_329,Settlement City to Port Macquarie Yarranabee Rd (Loop Service),False
5971_332,Laurieton to Camden Head (Loop Service),False
5971_333,Port Macquarie to Kendall via Bonny Hills,False
5971_334,Settlement City to Lighthouse Plaza,False
5971_335,Port Macquarie to Port Macquarie Base Hospital,False
5971_336,Port Macquarie to Wauchope (Loop Service),False
5971_337,Wauchope to Comboyne,False
5971_339,Wauchope to Beechwood,False
5971_340,Port Macquarie to Kempsey,False
5971_341,Port Macquarie Airport to Port Macquarie,False
5971_344,Kempsey to Willawarrin,False
5971_345,Kempsey to Crescent Head (Loop Service),False
5971_350,Kempsey to South West Rocks via Frederickton and Smithtown,False
5967_351,Macksville to Bowraville via Rodeo Dr,False
5967_352,Macksville to Bowraville via Wilson Rd,False
5971_353,Kempsey to Collombatti (Loop Service),False
5971_354,Kempsey to Kempsey Airport (Loop Service),False
5971_355,Kempsey to Bellbrook,False
5967_356,Macksville to Scotts Head via Grassy Head (Loop Service),False
5967_357,Bellingen to Repton via Mylestom,False
5967_358,Bellingen to Macksville via Urunga and Nambucca Heads,False
5967_359,Urunga to Bonville via Mylestom and Repton,False
5967_360,"Park Beach Plaza to Macksville via Toormina, Urunga and Nambucca Heads",False
5967_360X,Coffs Harbour Park Ave to Macksville via Nambucca Heads (Express Service),False
5967_361,Coffs Harbour Park Ave to Bellingen via Toormina,False
5967_365,Coffs Harbour Park Ave to Park Beach Plaza via Jetty and Park Beach,False
5967_366,Coffs Harbour Park Ave to Park Beach Plaza via Frances St,False
5967_367,Coffs Harbour Health Campus to Park Beach Plaza via Donn Patterson Dr,False
5967_368,Coffs Harbour Park Ave to Park Beach Plaza via Pearce Dr,False
5966_373,Grafton City Centre to South Grafton via Fairway Dr (Loop Service),False
5966_374,Grafton City Centre to South Grafton via Bimble Ave (Loop Service),False
5966_376,Grafton City Centre to Grafton Base Hospital (Loop Service),False
5966_377,Grafton City Centre to Junction Hill,False
5966_378,Grafton to Cangai via South Grafton,False
5966_379,Grafton to Copmanhurst via South Grafton,False
5966_380,Grafton to Yamba via Angourie,False
5966_381,Grafton City Centre to Westlawn via Arthur St (Loop Service),False
5966_382,Grafton City Centre to Westlawn via Bacon St (Loop Service),False
5950_384,Grafton to Lawrence,False
5950_385,Maclean to Lawrence,False
5966_386,Maclean to Iluka (Loop Service),False
5948_390,Park Beach Plaza to Toormina Community Centre via Sawtell,False
5948_391,Park Beach Plaza to Toormina Community Centre via Toormina Rd,False
5948_392,Coffs Harbour Park Ave to Bonville Bambara Dr via Airport,False
5964_393,Toormina Gardens to Woolgoolga and Grafton via Coffs Harbour,False
5948_394,Toormina Gardens to Boambee (Loop Service),False
6007_805,Mittagong to Hill Top via Colo Vale,False
6007_806,Bowral to Bargo via Mittagong,False
6007_808,Bowral to Moss Vale via Robertson and Kangaloon (Loop Service),False
6007_810,Moss Vale to Nowra via Fitzroy Falls and Kangaroo Valley,False
6007_811,Willow Vale to Moss Vale via Mittagong and Bowral,False
6007_812,Moss Vale to Berrima via Medway,False
6007_813,"Moss Vale to Tallong via Exeter, Bundanoon , Penrose and Wingello",False
6007_814,Bowral to Bowral Hospital (Loop Service),False
6007_815,Bowral to East Bowral (Loop Service),False
6007_816,Moss Vale Courthouse to Willow Dr and Argyle St (Loop Service),False
6007_817,Bowral to West Bowral (Loop Service),False
5978_818,Goulburn to Crookwell,False
6016_821,Goulburn to Kenmore via Gibson St and Goulburn Base Hospital (Loop Service anti-clockwise),False
6016_822,Goulburn to Kenmore via Gibson St and Goulburn Base Hospital (Loop Service clockwise),False
6016_823,Goulburn to West Goulburn (Loop Service),False
6016_825,Goulburn to Eastgrove (Loop Service),False
6007_828,Bowral to Picton,False
5981_874,Bega to Bermagui,False
5791_885,Bega to Tathra via Auckland St and SE Regional Hospital,False
5791_886,Kalaru to Tathra,False
5791_890,Bega to Eden via Wolumla and Merimbula,False
5791_891,Bega to Eden via Kalaru and Tura Beach,False
6008_100,Nowra to Ulladulla,False
6008_101,East Nowra and Worrigee to Nowra (Loop Service),False
6008_102,Bomaderry Station and Nowra to Basin View via St Georges Basin,False
6008_102X,Bomaderry Station to St Georges Basin via Nowra and Sanctuary Point,False
6008_104,Hyams Beach and Erowal Bay to Vincentia (Loop Service),False
6008_106,West Nowra to Nowra via UOW Shoalhaven Campus (Loop Service),False
6008_106X,Bomaderry Station to UOW Shoalhaven Campus via Nowra,False
5975_110,Greenwell Point to Bomaderry Station via Worrigee Rd and Nowra,False
5975_111,Bomaderry Station to Orient Point via Culburra Beach and Nowra,False
5975_112,Nowra to Kangaroo Valley via Cambewarra and Bomaderry,False
5407_120,Nowra to Currarong and Callala via Myola,False
6009_125,Kiama to Jamberoo and Minnamurra Falls,False
6009_126,Kiama to Gerroa via Gerringong,False
6011_130,"Nowra to Gerringong via Nowra TAFE, Berry and Gerroa",False
6011_131,Bomaderry to Nowra via Bomaderry Station (Loop Service),False
6011_132,North Nowra to Nowra (Loop Service),False
6011_134,Huskisson to Sussex Inlet and Berrara via Vincentia and Sanctuary Point,False
6011_135,"Bomaderry Station to Berrara via Nowra, Tomerong and Sussex Inlet",False
6011_139,Nowra to Shoalhaven Heads via Bomaderry Station,False
6140_737,Kiama Station to Bomaderry Station via Gerringong Station and Berry,False
5977_740,Ulladulla to Milton via Mollymook and Narrawallee,False
5977_741,Ulladulla to Kioloa via Bawley Point,False
6010_900,Campbelltown and Narellan to Picton,True
6010_901,Picton to Wilton via Douglas Park,False
6010_911,Picton to Bargo and Yanderra via Tahmoor,False
6010_912,Picton to Tahmoor via Thirlmere,False
6010_913,Buxton to Tahmoor and Picton,False
6010_914,Buxton to Picton via Tahmoor and Thirlmere,False
6010_915,Picton to Nangarin Vineyard Estate via Barkers Lodge Rd,False
2450_259,"Glendale to Minmi via Cardiff, Wallsend and Maryland",False
2450_260,"Minmi to University of Newcastle via Fletcher, Maryland and Wallsend",False
2450_261,Fletcher to University of Newcastle via Maryland and Wallsend,False
2450_262,Cameron Park to Charlestown via Constitution Dr,False
2450_263,Cameron Park to Charlestown,False
2450_264,Adamstown to Minmi via Kotara and Glendale,False
2450_266,West Wallsend to Newcastle,False
2450_267,West Wallsend to Glendale,False
2450_268,Killingworth to Glendale,False
2450_269,Toronto to Charlestown,False
2450_270,Toronto West to University of Newcastle,False
2450_271,Toronto to Glendale,False
2450_273,Toronto to Fassifern,False
2450_274,Toronto to Coal Point (Loop Service),False
2450_275,Wangi to Toronto via Fishing Point and Rathmines,False
2450_278,Morisset to Silverwater (Loop Service),False
2450_279,Morisset to Sunshine (Loop Service),False
2450_280,Morisset to Cooranbong,False
2450_281,Lake Haven to Wangi Wangi,False
5803_921,Wagga Wagga to Junee via Wallacetown and Harefield,False
5803_922,Wagga Wagga to Junee via Wallacetown and Yathella,False
5803_923,Junee to Wagga Wagga via Byrnes Rd,False
5803_924,Wagga Wagga to Junee via Hampden Ave and Wallacetown,False
5980_930,Wagga Wagga to Ganmain via Coolamon,False
5980_931,Coolamon to Wagga Wagga,False
6002_940,Griffith to Collina via East Griffith (Loop Service),False
6002_941,Griffith to North Griffith via Hospital Precinct (Loop Service),False
6002_942,Griffith to South Griffith via Pioneer (Loop Service),False
6002_943,Griffith to Hospital Precinct via Pioneer and South Griffith (Loop Service),False
6002_944,Griffith to Beelbangera and Yenda (Loop Service),False
6002_945,Darlington Point to Griffith via Hanwood,False
6002_946,Griffith to Three Ways via Mayfair and Hospital Precinct (Loop Service),False
6014_960,"Wagga Wagga, Estella and University to Lake Albert",False
6014_961,Wagga Wagga - Bourkelands - Wagga Wagga,False
6014_962,Glenfield Park to Wagga Wagga via Ashmont,False
6014_963,Glenfield Park to Wagga Wagga via Bruce St and Turvey Park,False
6014_965,Wagga Wagga to Forest Hill,False
6014_966,Wagga Wagga - Estelle - Wagga Wagga,False
6014_969,Wagga Wagga to Tatton,False
2454_685H,Springwood to North Hazelbrook (Loop Service),True
2454_685,Katoomba to North Wentworth Falls (Loop Service),False
2454_686G,Katoomba to Katoomba Golf Club via Cliff Dr (Loop Service),False
2454_686,Katoomba to Scenic World via Echo Pt (Loop Service),False
2454_688,Penrith to Emu Heights (Loop Service),True
2454_689,Penrith to Leonay (Loop Service),True
2454_690C,Springwood to Faulconbridge (Loop Service),True
2454_690H,Katoomba to Katoomba Hospital (Loop Service),False
2454_690K,Katoomba to Springwood,True
2454_690P,Penrith to Springwood,True
2454_691,Penrith to Mount Riverview,True
2454_692B,Springwood to Buckland via Lomatia Gardens and Hospital (Loop Service),True
2454_692H,Springwood to Hawkesbury Heights (Loop Service),True
2454_692W,Springwood to Winmalee (Loop Service),True
2454_692Y,Springwood to Yellow Rock (Loop Service),True
2454_693,Springwood to Burns Road via Lalor Rd (Loop Service),True
2454_694,Springwood to Bee Farm Road (Loop Service),True
2454_695,Katoomba to South Leura (Loop Service),False
2454_696,Katoomba to South Katoomba via Clissold and Ada Sts (Loop Service),False
2454_697,Katoomba to North Katoomba (Loop Service),False
2454_698,Katoomba to Blackheath (Loop Service),False
2454_698V,Katoomba to Mt Victoria (Loop Service),False
2454_N70,City Town Hall to Penrith via Parramatta (Night Service),True
2455_15,Helensburgh to Stanwell Park,False
2455_2,Wollongong to Stanwell Park via Thirroul,False
2456_10,Wollongong to West Wollongong (Loop Service),False
2456_11,Wollongong to Wollongong University (Loop Service),False
2456_24,Wollongong to Figtree via Mangerton (Loop Service),False
2456_30,Dapto to Kembla Grange via Wongawilli,False
2456_31,Wollongong to Horsley via Unanderra (Loop Service),False
2456_32,Dapto to Brooks Reach (Loop Service),False
2456_33,Wollongong to Dapto via Unanderra (Loop Service),False
2456_34,Wollongong to Warrawong via Unanderra (Loop Service),False
2456_35,Unanderra to Wollongong via Farmborough Heights,False
2456_36,Wollongong to Kembla Heights via Cordeaux Heights (Loop Service),False
2456_37,Wollongong to Shellharbour via Dapto (Loop Service),False
2456_39,Wollongong to Figtree via Mt Keira (Loop Service),False
2456_3,Wollongong to Bellambi via Towradgi (Loop Service),False
2456_41,University of Wollongong to Dapto,False
2456_43,Port Kembla to Mt Brown (Loop Service),False
2456_51,Wollongong to Oak Flats via Stockland Shellharbour,False
2456_52,Shellharbour Junction to Flinders,False
2456_53,Wollongong to Shellharbour via Warrawong and Shell Cove,False
2456_55A,University of Wollongong to Wollongong via Gwynneville (Loop Service),False
2456_55C,University of Wollongong to Wollongong via Fairy Meadow (Loop Service),False
2456_57,Wollongong to Shellharbour via Warrawong (Loop Service),False
2456_65,North Wollongong to Port Kembla (Loop Service),False
2456_6,Wollongong to Mount Pleasant (Loop Service),False
2456_71,Shellharbour to Kiama (Loop Service),False
2456_72,Shellharbour to Barrack Point (Loop Service),False
2456_75,Stockland Shellharbour to Calderwood and Tullimbar (Loop Service),False
2456_76,Shellharbour Village to Albion Park (Loop Service),False
2456_77,Shellharbour to Albion Park (Loop Service),False
2456_7,Wollongong to Bellambi (Loop Service),False
2456_8,Wollongong to Bellambi via Balgownie (Loop Service),False
2456_S268,Tullimbar PS to Calderwood,False
2457_10,Warnervale to Tuggerah via Wyee,False
2457_11,Tuggerah to Lake Haven via Warnervale,False
2457_12,Tuggerah to Dooralong via Durren Durren,False
2457_13,Tuggerah to Lemon Tree via Warnervale,False
2457_78,Lake Haven to Tuggerah via Warnervale and Wadalba,False
2457_80,Lake Haven to Tuggerah via Lake Haven Dr and Pacific Hwy,False
2457_91,Lake Haven to Norah Head via Toukley and Noraville (Loop Service),False
2457_98,Lake Haven to Chain Valley Bay via Blue Haven (Loop Service),False
2458_90,Wollongong to Austinmer Station,False
2458_91,University of Wollongong to Austinmer Station,False
2458_92,Wollongong to Bulli,False
2458_93,University of Wollongong to Bulli,False
6005_100,South Bowenfels to Lithgow via Littleton (Loop Service),False
6005_200,Bowenfels to Lithgow via Lithgow Hospital (Loop Service),False
6005_304,Hermitage Flat to Lithgow via Morts Estate and Oakley Park (Loop Service),False
6005_500,Vale of Clwydd to Lithgow (Loop Service),False
5790_515,Bathurst to Oberon,False
5790_516,Blayney to Orange (Loop Service),False
6004_520,Bathurst to Windradyne,False
6004_521,Bathurst to Kelso,False
6004_522,Bathurst to Gormans Hill,False
6004_523,Bathurst to Eglinton via Llanarth,False
6004_523X,Bathurst to Eglinton via Eglinton Rd (Express Service),False
6004_524,Bathurst to Raglan,False
6004_525,Charles Sturt University to Kelso,False
6004_526,Bathurst to West Bathurst via South Bathurst (Loop Service),False
6004_527,Charles Sturt University to Raglan via Kelso,False
6004_528,Bathurst to South Bathurst via West Bathurst (Loop Service),False
6004_529,Bathurst to Kelso,False
6004_530,Orange to Bathurst,False
6006_530,Orange to Bathurst,False
6006_530X,Orange to Bathurst (Express Service),False
6004_530X,Bathurst to Orange (Express Service),False
6006_531,Orange City Centre to Glenroi (Loop Service),False
6006_532,Orange City Centre to East Orange (Loop Service),False
6006_533,Orange City Centre to North Orange Shopping Centre,False
6006_534,Orange City Centre to Warrendine (Loop Service),False
6006_535,North Orange Shopping Centre to Orange Hospital,False
6006_536,Orange to Molong,False
6006_537,Orange City Centre to West Orange and Calare (Loop Service),False
6006_539,Orange City Centre to Bel Air and North West Orange (Loop Service),False
6006_540,Orange Hospital to Charles Sturt Uni via N Orange Shopping Centre,False
5982_541,West Cowra to Cowra Town Centre (Loop Service),False
5982_543,East Cowra to Cowra Town Centre (Loop Service),False
5982_544,Taragala to Cowra Town Centre (Loop Service),False
5982_545,Mulyan and North Cowra to Cowra Town Centre (Loop Service),False
5959_560,Mudgee East (Loop Service),False
5959_561,Mudgee West (Loop Service),False
5959_562,Mudgee South (Loop Service),False
5959_563,Mudgee North (Loop Service),False
6006_581,Orange City Centre to Glenroi (Loop Service),False
6006_582,Orange City Centre to East Orange (Loop Service),False
6006_584,Orange City Centre to Warrendine (Loop Service),False
6005_600,Portland to Lithgow via Wallerawang,False
6005_636,Bathurst to Lithgow via Portland and Wallerawang,False
6000_300,Gays Hill to Casino (Loop Service),False
6000_301,Northwest Casino to Casino via Casino Hospital (Loop Service),False
6000_303,East Casino to Casino (Loop Service),False
6000_304,South Casino to Casino (Loop Service),False
5955_600,Tweed Heads West to Banora Point via Coolangatta and Tweed Mall,False
5955_601,Tweed Mall to Tweed Valley Hospital via Kingscliff,False
5955_602,Tweed City to Banora Point,False
5955_603,"Tweed City to Pottsville via Chinderah, Tweed Valley Hospital, Cabarita Beach and Hastings Point",False
5955_604,Tweed City to Banora Point via Heffron Street and Hillcrest Avenue,False
5955_605,Tweed Mall to Murwillumbah via Lochlomond Drive and Tumbulgum,False
5955_606,Tweed City to Fingal Head,False
5955_608,Tweed City to Bilambil Heights via Kennedy Drive and Tweed Heads West,False
5955_609,Kingscliff TAFE and Tweed Valley Hospital to Murwillumbah,False
5963_610,Lismore to Byron Bay,False
5972_610,Byron Bay to Lismore via Bangalow,False
5952_616,Murwillumbah to Bogangar via Mooball (Loop Service),False
5952_618,Murwillumbah to Pottsville via Mooball (Loop Service),False
