id,long_name,is_in_sydney
5951_621,Sunnyside Mall to Golden Links (Loop Service),False
5951_622,Sunnyside Mall to East Murwillumbah via Hospital (Loop Service),False
5951_623,Sunnyside Mall to Greenhills (Loop Service),False
5951_624,Sunnyside Mall to Barnby Estate (Loop Service),False
5951_625,Murwillumbah to Uki,False
5947_626,Murwillumbah to Tyalgum (Loop Service),False
5958_630,Murwillumbah to Nimbin (Loop Service),False
5963_635,Lismore to Mullumbimby,False
5946_637,Byron Bay Interchange to Sunrise Bvd (Loop Service),False
5946_640,Mullumbimby to Ballina via Byron Bay,False
6161_640X,"Byron Bay to Lismore via Lennox Head, Ballina and Alstonville",False
5946_641,Byron Bay to Ballina via Bangalow,False
6161_641X,"Byron Bay to Lismore via Bangalow, Clunes and Bexhill",False
5946_645,Ocean Shores to Byron Bay,False
5965_650,Lismore to Nimbin,False
5953_652,Lismore to Tuntable Creek via Keerrong and The Channon,False
5954_653,Lismore to Dunoon and Dorroughby,False
5972_660,Ballina to Evans Head via Broadwater,False
5963_661,Ballina to Lismore via Wollongbar and Alstonville,False
5972_661,Ballina to Lismore via Wollongbar and Alstonville,False
5972_662,Lismore to Lennox Head via Wollongbar,False
5946_664,Cumbalum to Ballina via North Creek Rd,False
5946_665,Ballina Kerr St to Tamar St via East Ballina,False
5972_668,Ballina to West Ballina (Loop Service),False
5972_669,Ballina to East Ballina (Loop Service),False
5963_670,Lismore to Casino,False
5963_675,Lismore to Kyogle via Casino,False
5963_676,Lismore to Tenterfield,False
5963_682,Lismore to Goonellabah via Invercauld Rd,False
5963_683,Lismore Heights to Lismore City Centre via East Lismore (Loop Service),False
5972_684,South Lismore to Lismore City Centre (Loop Service),False
5963_684,South Lismore to Lismore City Centre (Loop Service),False
5972_685,Lismore to Goonellabah,False
5963_685,Lismore to Goonellabah,False
5963_688,Goonellabah to Lismore via Ballina Rd,False
5963_690,Lismore to Evans Head via Coraki,False
5963_695,Lismore to Grafton via Evans Head,False
5972_S531,Pelican Bus - Wollongbar Public to Alstonville Schools via Lismore Rd,False
3000_10X,Newcastle Interchange to Charlestown (Express Service),False
3000_11,Newcastle to Charlestown via Jesmond,False
3000_12,Merewether Beach to Maryland via Wallsend and Newcastle Interchange,False
3000_13,Newcastle to Glendale via John Hunter Hospital and Cardiff,False
3000_14,"Newcastle to Swansea Heads via Kotara, Charlestown and Belmont",False
3000_21,Newcastle to Broadmeadow via Merewether,False
3000_22,Newcastle West to Charlestown via Merewether,False
3000_23,Newcastle East to Wallsend via Newcastle Interchange and Lambton,False
3000_24,Marketown to Wallsend via Mayfield,False
3000_25,Broadmeadow to Charlestown via Kotara,False
3000_26,Newcastle West to Wallsend via Newcastle Interchange and Kotara,False
3000_27,Broadmeadow to Wallsend via Newcastle University,False
3000_28,Newcastle West to Mount Hutton via Newcastle Interchange and Broadmeadow,False
3000_29,Glendale to Swansea North via Cardiff and Belmont,False
3000_41,Charlestown to Belmont via Mount Hutton and Croudace Bay,False
3000_42,John Hunter Hospital to Wallsend,False
3000_43,Charlestown to Belmont via Mount Hutton and Floraville,False
3000_44,"Kotara to Warners Bay via Macquarie Hills, Cardiff and Glendale",False
3000_46,Wallsend to Glendale,False
3000_47,Marketown to Jesmond via Warabrook,False
3000_48,Warners Bay to Belmont via Redhead and Charlestown,False
3000_55N,Newcastle to Stockton,False
3000_Stkn,Stkn Stockton Ferry,False
2459_303,Prince of Wales Hospital to Sans Souci,True
2459_305,Redfern to Mascot Stamford Hotel,True
2459_308,Marrickville Metro to Central Eddy Ave via Redfern (Loop Service),True
2459_320,Central Railway Square to Green Square (Loop Service),True
2459_348,Prince of Wales Hospital to Wolli Creek,True
2459_358,Sydenham to Randwick (Loop Service),True
2459_389,Pyrmont to Bondi Junction,True
2459_401,Lidcombe Station to Lidcombe Birnie Ave (Loop Service),True
2459_406,Hurlstone Park to Five Dock,True
2459_407,Strathfield to Burwood,True
2459_408,Burwood to Rookwood Cemetery via Flemington,True
2459_410,Hurstville to Macquarie Park,True
2459_412,City Martin Place to Campsie via Earlwood and Dulwich Hill,True
2459_413,Central Pitt St to Campsie,True
2459_415,Campsie to Chiswick,True
2459_418,Burwood to Sydenham and Tempe,True
2459_420,Burwood to Mascot Station,True
2459_422,Central Pitt St to Kogarah,True
2459_423,City Martin Place to Kingsgrove,True
2459_423X,City Martin Place to Kingsgrove,True
2459_426,City Martin Place to Dulwich Hill,True
2459_428,City Martin Place to Canterbury,True
2459_428X,City Martin Place to Canterbury,True
2459_430,Sydenham to Central Railway Square (Loop Service),True
2459_431,City Martin Place to Glebe Point,True
2459_433,Central Pitt St to Balmain Gladstone Park,True
2459_437,City QVB to Five Dock via City West Link,True
2459_438N,City Martin Place to Abbotsford,True
2459_438X,City Martin Place to Abbotsford,True
2459_440,Rozelle to Bondi Junction,True
2459_441,Birchgrove to City Art Gallery via QVB (Loop Service),True
2459_442,Balmain East Wharf to City QVB (Loop Service),True
2459_445,Balmain to Campsie via MarketPlace Leichhardt,True
2459_458,Burwood to Ryde,True
2459_461N,City Hyde Park to Burwood,True
2459_461X,City Domain to Burwood,True
2459_464,Ashfield to Mortlake,True
2459_466,Burwood to Cabarita,True
2459_469,MarketPlace Leichhardt to Glebe (Loop Service),True
2459_470,City Martin Place to Lilyfield,True
2459_473,Campsie to Rockdale,True
2459_476,Rockdale to Dolls Point (Loop Service),True
2459_477,Rockdale to Miranda,True
2459_478,Rockdale to Miranda via Ramsgate,True
2459_479,Unknown,True
2459_480,Central Pitt St to Strathfield via Homebush Rd,True
2459_483,Central Pitt St to Strathfield via South Strathfield,True
2459_487,Canterbury to Bankstown Central,True
2459_490,Drummoyne to Hurstville,True
2459_491,Five Dock to Hurstville,True
2459_492,Drummoyne to Rockdale,True
2459_493,Rockdale to Roselands,True
2459_502,City Town Hall and Drummoyne to Cabarita Wharf,True
2459_504,City Domain to Chiswick,True
2459_526,Strathfield to Rhodes Shopping Centre,True
2459_530,Chatswood to Burwood,True
6040_901,QEII Square to West Albury via Private Hospital (Loop Service),False
6040_902,QEII Square to South Albury (Loop Service),False
6040_903,QEII Square to East Albury via Base Hospital (Loop Service),False
6012_906,Albury to Lavington via North Albury,False
6012_907,Albury to Quicks Hill via Glenroy and Lavington,False
6012_908,Albury to Thurgoona via Lavington and Charles Sturt University,False
6012_909,Albury to Thurgoona via Base Hospital and Airport,False
6012_910,Aware Programs Wodonga to Albury via Lavington,False
5974_915,Albury to Corowa via Howlong,False
5472_918,McCrabb Rd to Deniliquin CBD (Loop Service),False
5472_919,Mathoura to Deniliquin,False
5840_937,Echuca to 24 Lane (Loop Service),False
5840_938,Echuca to Moama (Loop Service),False
711_135,Broadmeadow to Taree,False
711_136,Taree to Broadmeadow,False
711_141,Grafton to Moree Town,False
711_142,Moree Town to Grafton,False
711_143,Grafton to Byron Bay,False
711_144,Byron Bay to Grafton,False
711_151,Central to Grafton,True
711_152,Grafton to Central,True
711_153,Central to Grafton,True
711_154,Grafton to Central,True
711_161,Casino to Tweed Heads,False
711_162,Tweed Heads to Casino,False
711_163,Casino to Surfers Paradise,False
711_164,Surfers Paradise to Casino,False
711_165,Casino to Tweed Heads,False
711_166,Tweed Heads to Casino,False
711_167,Casino to Tweed Heads,False
711_168,Tweed Heads to Casino,False
711_171,Casino to Robina,False
711_172,Surfers Paradise to Casino,False
711_173,Casino to Surfers Paradise,False
711_174,Robina to Casino,False
711_175,Casino to Roma Street (Brisbane),False
711_176,Roma Street (Brisbane) to Casino,False
711_182,Port Macquarie to Wauchope,False
711_183,Wauchope to Port Macquarie,False
711_185,Macksville to Nambucca Heads,False
711_186,Nambucca Heads to Macksville,False
711_223,223,True
711_224,224,True
711_243,243,False
711_244,244,False
711_311,Tamworth to Inverell,False
711_312,Inverell to Tamworth,False
711_31,31,True
711_327,Armidale to Tenterfield,False
711_328,Tenterfield to Armidale,False
711_329,Narrabri to Burren Junction,False
711_32,32,True
711_330,Burren Junction to Narrabri,False
711_331,Narrabri to Wee Waa,False
711_332,Wee Waa to Narrabri,False
711_333,Narrabri to Wee Waa,False
711_334,Wee Waa to Narrabri,False
711_335,Narrabri to Burren Junction,False
711_336,Burren Junction to Narrabri,False
711_337,Armidale to Inverell,False
711_338,Inverell to Armidale,False
711_33,33,True
711_34,34,True
711_361,Dubbo to Tamworth,False
711_362,Tamworth to Dubbo,False
711_371,Port Macquarie to Tamworth,False
711_372,Tamworth to Port Macquarie,False
711_373,Port Macquarie to Tamworth,False
711_374,Tamworth to Port Macquarie,False
711_427,427,True
711_428,428,True
711_445,445,True
711_446,446,True
711_511,Dubbo to Bourke Coach Stop,False
711_512,Bourke Coach Stop to Dubbo,False
711_513,Dubbo to Lightning Ridge,False
711_514,Lightning Ridge to Dubbo,False
711_517,Coolabah to Brewarrina,False
711_518,Brewarrina to Coolabah,False
711_519,Orange to Parkes,False
711_520,Parkes to Orange,False
711_521,Orange to Parkes,False
711_522,Parkes to Orange,False
711_523,Dubbo to Bourke Coach Stop,False
711_524,Bourke Coach Stop to Dubbo,False
711_525,Coolabah to Brewarrina,False
711_526,Brewarrina to Coolabah,False
711_531,Bathurst to Grenfell,False
711_532,Grenfell to Bathurst,False
711_539,Lithgow to Coonabarabran,False
711_540,Coonabarabran to Lithgow,False
711_541,Lithgow to Gulgong,False
711_543,Lithgow to Gulgong,False
711_544,Gulgong to Lithgow,False
711_545,Lithgow to Coonabarabran,False
711_546,Coonabarabran to Lithgow,False
711_547,Lithgow to Coonabarabran,False
711_549,Lithgow to Coonabarabran,False
711_550,Grenfell to Lithgow,False
711_551,Lithgow to Grenfell,False
711_561,Lithgow to Orange,False
711_562,Orange to Lithgow,False
711_563,Lithgow to Orange,False
711_564,Orange to Lithgow,False
711_565,Lithgow to Orange,False
711_566,Orange to Lithgow,False
711_568,Orange to Lithgow,False
711_569,Lithgow to Nyngan,False
711_570,Nyngan to Lithgow,False
711_571,Lithgow to Parkes,False
711_572,Parkes to Lithgow,False
711_573,Lithgow to Baradine,False
711_574,Baradine to Lithgow,False
711_575,Lithgow to Gulgong,False
711_576,Gulgong to Lithgow,False
711_580,Bathurst to Lithgow,False
711_582,Lightning Ridge to Dubbo,False
711_585,Broken Hill Town to Adelaide Central Bus Station,False
711_586,Royal Adelaide Hospital to Broken Hill Town,False
711_587,Broken Hill Town to Mildura,False
711_588,Mildura to Broken Hill Town,False
711_589,Dubbo to Broken Hill Town,False
711_590,Broken Hill Town to Dubbo,False
711_591,Lithgow to Dubbo,False
711_592,Dubbo to Lithgow,False
711_595,Parkes to Condobolin Town,False
711_596,Condobolin Town to Parkes,False
711_597,Bathurst to Orange,False
711_598,Orange to Bathurst,False
711_599,Bathurst to Orange,False
711_600,Orange to Bathurst,False
711_621,621,True
711_622,622,True
711_623,623,True
711_624,624,True
711_631,631,True
711_632,632,True
711_633,633,True
711_634,634,True
711_635,635,True
711_636,636,True
711_641,641,False
711_643,643,False
711_644,644,False
711_701,Queanbeyan Bus Interchange to Wagga Wagga,False
711_702,Wagga Wagga to Queanbeyan Bus Interchange,False
711_703,Queanbeyan Bus Interchange to Wagga Wagga,False
711_704,Wagga Wagga to Queanbeyan Bus Interchange,False
711_719,Wagga Wagga to Condobolin Town,False
711_720,Condobolin Town to Wagga Wagga,False
711_721,Wagga Wagga to Condobolin Town,False
711_722,Condobolin Town to Wagga Wagga,False
711_723,Cootamundra to Tumbarumba,False
711_724,Tumbarumba to Cootamundra,False
711_725,Cootamundra to Mildura,False
711_726,Mildura to Cootamundra,False
711_727,Wagga Wagga to Tumbarumba,False
711_728,Tumbarumba to Wagga Wagga,False
711_731,Wagga Wagga to Griffith,False
711_732,Griffith to Wagga Wagga,False
711_733,Wagga Wagga to Echuca,False
711_734,Echuca to Wagga Wagga,False
711_735,Wagga Wagga to Griffith,False
711_736,Griffith to Wagga Wagga,False
711_741,Albury to Echuca,False
711_742,Echuca to Albury,False
711_749,Bundanoon to Wollongong,False
711_751,Moss Vale to Wollongong,False
711_752,Wollongong to Moss Vale,False
711_753,Moss Vale to Wollongong,False
711_754,Wollongong to Moss Vale,False
711_755,Moss Vale to Wollongong,False
711_756,Wollongong to Bundanoon,False
711_771,Canberra Hospital to Eden,False
711_772,Eden to Canberra Civic,False
711_775,Canberra Civic to Bombala,False
711_776,Bombala to Canberra Civic,False
711_777,Campbelltown to Goulburn,True
711_778,Goulburn to Campbelltown,True
711_779,Campbelltown to Goulburn,True
711_780,Goulburn to Campbelltown,True
711_781,Queanbeyan to Cootamundra,False
711_782,Cootamundra to Queanbeyan,False
711_783,Goulburn to Canberra,False
711_784,Canberra to Goulburn,False
711_791,Cootamundra to Dubbo,False
711_792,Dubbo to Cootamundra,False
711_793,Cootamundra to Bathurst,False
711_794,Bathurst to Cootamundra,False
711_813,Walcha Road to Walcha,False
711_814,Walcha to Walcha Road,False
711_815,Lismore to Alstonville,False
711_816,Lennox Head to Lismore,False
X000_BMT,Blue Mountains Line,True
X000_HUN,Hunter Line,False
X000_SCO,South Coast Line,False
X000_SHL,Southern Highlands Line,True
6015_830,Canberra CBD to Googong via Karabar and Queanbeyan,False
6015_831,Woden to Karabar via Fyshwick and Queanbeyan,False
6015_832,Queanbeyan to East Queanbeyan (Loop Service),False
6015_834,"Queanbeyan to Brindabela Business Park, Majura Park and Canberra Airport",False
6015_835,Tralee to Queanbeyan via South Jerrabomberra and Queanbeyan West (Loop Service),False
6015_836,Jerrambomberra to Queanbeyan (Loop Service),False
6015_838,Queanbeyan to Queanbeyan West via Oaks Estate and Queanbeyan Station (Loop Service),False
6015_840X,Canberra CBD to Googong via Russell and Jerrabomberra (Express Service),False
6015_842,Canberra City Centre to Yass via Canberra Hospital and Woden Interchange,False
6015_843,Canberra City Centre to Yass Rossi St via Calvary Hospital and Belconnen,False
6015_844,Queanbeyan to Bungendore,False
6015_844X,Canberra CBD to Bungendore via Russell and Queanbeyan (Express Service),False
5973_857,Batemans Bay to Long Beach via Surfside and Maloneys Beach (Loop Service),False
5973_860,Moruya to Batemans Bay via Broulee and Surf Beach,False
5973_861,Batemans Bay to Sunshine Bay via Catalina and Batehaven (Loop Service),False
5325_866,Dalmeny to Narooma via Kianga,False
5493_870,Cooma (Loop Service),False
5493_EJS,East Jindabyne Shuttle,False
LR_L1,L1 Dulwich Hill Line,True
SLR_L2,L2 Randwick Line,True
SLR_L3,L3 Kingsford Line,True
PLR_L4,L4 Westmead and Carlingford Line,True
SLR_LX,LX Special Event Services,True
NT_NLR,NLR,False
6001_346,Kempsey to West Kempsey via North St and Kemp St (Loop Service),False
6001_347,Kempsey to West Kempsey via Tozer St (Loop Service),False
6001_348,Kempsey to South West Rocks,False
6001_349,Kempsey to West Kempsey via North St and Sea St (Loop Service),False
6001_467,Kempsey to Stuarts Point,False
6001_468,Kempsey to Macksville,False
6001_474,Kempsey to East Kempsey (Loop Service),False
6001_475,Kempsey to South Kempsey (Loop Service),False
30908_150,Wodonga to Albury via Biralle (Loop Service),False
30908_160,Wodonga to Albury via Birallee and Oakmount (Loop Service),False
5503_598,Tarana to Oberon,False
B025_700-1,Bomaderry to Eden,False
B079_855,Wollongong to Canberra,False
IC03_899,Wyangala to Canberra,False
B020_915,Corowa to Albury via Howlong,False
B003_938,Echuca to Moama (Loop Service),False
5979_955,"Dareton Loop via Mildura, Merbein and Curlwaa",False
IC02_998,Tumut to Wagga Wagga,False
30908_AW,Albury to Wodonga,False
B008_DTS,Purtills Depot to Deniliquin CBD via Pioneer Caravan Park (Loop Service),False
B079_MCS,Canberra to South Coast,False
SF_F10,F10 Blackwattle Bay,True
SF_F1,F1 Manly,True
SF_F2,F2 Taronga Zoo,True
SF_F3,F3 Parramatta River,True
SF_F4,F4 Pyrmont Bay,True
SF_F5,F5 Neutral Bay,True
SF_F6,F6 Mosman Bay,True
SF_F7,F7 Double Bay,True
SF_F8,F8 Cockatoo Island,True
SF_F9,F9 Watsons Bay,True
